siteNo,date,discharge
02222082,1989-03-10,137.41
02222083,1989-03-11,129.0557
02222084,1989-03-12,149.4539
02222085,1989-03-13,124.3771
02222086,1989-03-14,109.6569
02222087,1989-03-15,98.84764
02222088,1989-03-16,91.79712
02222089,1989-03-17,89.93566
02222090,1989-03-18,83.87149
02222091,1989-03-19,80.33676
02222092,1989-03-20,95.57851
02222093,1989-03-21,113.5464
02222094,1989-03-22,218.8445
02222095,1989-03-23,324.8879
02222096,1989-03-24,519.3235
02222097,1989-03-25,328.1031
02222098,1989-03-26,223.124
02222099,1989-03-27,175.9478
02222100,1989-03-28,154.37
02222101,1989-03-29,136.8063
02222102,1989-03-30,133.2064
02222103,1989-03-31,135.602
02222104,1989-04-01,115.23
02222105,1989-04-02,102.5794
02222106,1989-04-03,103.1171
02222107,1989-04-04,127.293
02222108,1989-04-05,447.1791
02222109,1989-04-06,433.3739
02222110,1989-04-07,240.7644
02222111,1989-04-08,210.3832
02222112,1989-04-09,322.9624
02222113,1989-04-10,286.9043
02222114,1989-04-11,222.4085
02222115,1989-04-12,189.149
02222116,1989-04-13,161.2305
02222117,1989-04-14,138.6207
02222118,1989-04-15,144.5999
02222119,1989-04-16,165.6566
02222120,1989-04-17,131.4211
02222121,1989-04-18,109.1058
02222122,1989-04-19,98.31909
02222123,1989-04-20,88.70552
02222124,1989-04-21,85.06702
02222125,1989-04-22,81.50636
02222126,1989-04-23,78.02347
02222127,1989-04-24,60.11124
02222128,1989-04-25,62.88013
02222129,1989-04-26,50.42915
02222130,1989-04-27,48.02951
02222131,1989-04-28,45.13492
02222132,1989-04-29,48.02951
02222133,1989-04-30,48.62237
02222134,1989-05-01,69.65597
02222135,1989-05-02,308.9257
02222136,1989-05-03,211.7843
02222137,1989-05-04,113.5464
02222138,1989-05-05,93.67806
02222139,1989-05-06,135.0015
02222140,1989-05-07,115.7934
02222141,1989-05-08,71.29068
02222142,1989-05-09,85.66803
02222143,1989-05-10,246.9866
02222144,1989-05-11,201.3648
02222145,1989-05-12,121.4884
02222146,1989-05-13,87.48404
02222147,1989-05-14,86.87654
02222148,1989-05-15,129.0557
02222149,1989-05-16,132.0151
02222150,1989-05-17,93.04891
02222151,1989-05-18,68.04063
02222152,1989-05-19,40.7413
02222153,1989-05-20,49.21992
02222154,1989-05-21,52.90457
02222155,1989-05-22,46.27888
02222156,1989-05-23,42.35504
02222157,1989-05-24,40.21232
02222158,1989-05-25,30.07637
02222159,1989-05-26,24.17654
02222160,1989-05-27,32.54221
02222161,1989-05-28,25.67426
02222162,1989-05-29,26.54033
02222163,1989-05-30,22.68966
02222164,1989-05-31,20.71405
02222165,1989-06-01,20.00174
02222166,1989-06-02,18.76339
02222167,1989-06-03,17.5359
02222168,1989-06-04,19.64685
02222169,1989-06-05,23.77719
02222170,1989-06-06,33.54547
02222171,1989-06-07,36.35315
02222172,1989-06-08,46.27888
02222173,1989-06-09,36.35315
02222174,1989-06-10,36.87119
02222175,1989-06-11,30.56464
02222176,1989-06-12,24.38908
02222177,1989-06-13,18.58736
02222178,1989-06-14,24.60211
02222179,1989-06-15,24.8156
02222180,1989-06-16,82.0944
02222181,1989-06-17,816.7701
02222182,1989-06-18,387.8908
02222183,1989-06-19,167.5678
02222184,1989-06-20,529.8853
02222185,1989-06-21,1628.857
02222186,1989-06-22,2299.898
02222187,1989-06-23,1643.71
02222188,1989-06-24,865.003
02222189,1989-06-25,502.9291
02222190,1989-06-26,342.9888
02222191,1989-06-27,258.8897
02222192,1989-06-28,191.8337
02222193,1989-06-29,179.2131
02222194,1989-06-30,170.1292
02222195,1989-07-01,158.7223
02222196,1989-07-02,132.0151
02222197,1989-07-03,145.2032
02222198,1989-07-04,412.181
02222199,1989-07-05,383.8766
02222200,1989-07-06,348.8559
02222201,1989-07-07,406.7531
02222202,1989-07-08,294.4109
02222203,1989-07-09,203.4322
02222204,1989-07-10,151.2901
02222205,1989-07-11,114.6677
02222206,1989-07-12,104.1958
02222207,1989-07-13,86.87654
02222208,1989-07-14,78.59856
02222209,1989-07-15,79.7552
02222210,1989-07-16,257.4792
02222211,1989-07-17,1324.814
02222212,1989-07-18,646.5529
02222213,1989-07-19,268.123
02222214,1989-07-20,436.8156
02222215,1989-07-21,646.5529
02222216,1989-07-22,706.4658
02222217,1989-07-23,670.4656
02222218,1989-07-24,511.1209
02222219,1989-07-25,364.6159
02222220,1989-07-26,257.4792
02222221,1989-07-27,202.053
02222222,1989-07-28,165.6566
02222223,1989-07-29,150.065
02222224,1989-07-30,142.7958
02222225,1989-07-31,177.2511
02222226,1989-08-01,202.7422
02222227,1989-08-02,159.9745
02222228,1989-08-03,158.0977
02222229,1989-08-04,113.5464
02222230,1989-08-05,91.79712
02222231,1989-08-06,75.74471
02222232,1989-08-07,62.88013
02222233,1989-08-08,52.90457
02222234,1989-08-09,52.90457
02222235,1989-08-10,52.90457
02222236,1989-08-11,48.02951
02222237,1989-08-12,45.7046
02222238,1989-08-13,42.90194
02222239,1989-08-14,45.13492
02222240,1989-08-15,69.11537
02222241,1989-08-16,71.83989
02222242,1989-08-17,58.75674
02222243,1989-08-18,43.45336
02222244,1989-08-19,44.56984
02222245,1989-08-20,45.7046
02222246,1989-08-21,40.21232
02222247,1989-08-22,36.09499
02222248,1989-08-23,33.54547
02222249,1989-08-24,32.04418
02222250,1989-08-25,30.56464
02222251,1989-08-26,33.04264
02222252,1989-08-27,289.4014
02222253,1989-08-28,224.5577
02222254,1989-08-29,94.94286
02222255,1989-08-30,68.57693
02222256,1989-08-31,52.27855
02222257,1989-09-01,46.27888
02222258,1989-09-02,41.81264
02222259,1989-09-03,35.83741
02222260,1989-09-04,33.29376
02222261,1989-09-05,30.80971
02222262,1989-09-06,29.4048
02222263,1989-09-07,36.35315
02222264,1989-09-08,36.35315
02222265,1989-09-09,34.05067
02222266,1989-09-10,33.79778
02222267,1989-09-11,30.56464
02222268,1989-09-12,23.59546
02222269,1989-09-13,33.79778
02222270,1989-09-14,33.29376
02222271,1989-09-15,38.14063
02222272,1989-09-16,76.87977
02222273,1989-09-17,91.79712
02222274,1989-09-18,38.65195
02222275,1989-09-19,31.30167
02222276,1989-09-20,30.80971
02222277,1989-09-21,31.54856
02222278,1989-09-22,155.6087
02222279,1989-09-23,360.0022
02222280,1989-09-24,130.8281
02222281,1989-09-25,113.5464
02222282,1989-09-26,894.1499
02222283,1989-09-27,790.3185
02222284,1989-09-28,288.7767
02222285,1989-09-29,220.2674
02222286,1989-09-30,333.2629
02222287,1989-10-01,1874.462
02222288,1989-10-02,3896.64
02222289,1989-10-03,2803.348
02222290,1989-10-04,904.9812
02222291,1989-10-05,593.0175
02222292,1989-10-06,443.0268
02222293,1989-10-07,350.8169
02222294,1989-10-08,291.2776
02222295,1989-10-09,249.0729
02222296,1989-10-10,217.4252
02222297,1989-10-11,199.3056
02222298,1989-10-12,186.479
02222299,1989-10-13,176.599
02222300,1989-10-14,173.9998
02222301,1989-10-15,171.4157
02222302,1989-10-16,165.6566
02222303,1989-10-17,174.6482
02222304,1989-10-18,171.4157
02222305,1989-10-19,168.2067
02222306,1989-10-20,154.9889
02222307,1989-10-21,149.4539
02222308,1989-10-22,145.2032
02222309,1989-10-23,142.1964
02222310,1989-10-24,140.4041
02222311,1989-10-25,138.0148
02222312,1989-10-26,135.0015
02222313,1989-10-27,131.4211
02222314,1989-10-28,130.2362
02222315,1989-10-29,132.0151
02222316,1989-10-30,135.602
02222317,1989-10-31,130.8281
02222318,1989-11-01,136.8063
02222319,1989-11-02,135.0015
02222320,1989-11-03,135.0015
02222321,1989-11-04,134.4021
02222322,1989-11-05,129.6454
02222323,1989-11-06,128.4671
02222324,1989-11-07,183.1624
02222325,1989-11-08,323.6039
02222326,1989-11-09,280.3665
02222327,1989-11-10,204.1232
02222328,1989-11-11,163.754
02222329,1989-11-12,153.7521
02222330,1989-11-13,152.5192
02222331,1989-11-14,147.0191
02222332,1989-11-15,168.8466
02222333,1989-11-16,652.5244
02222334,1989-11-17,634.6236
02222335,1989-11-18,293.1566
02222336,1989-11-19,232.507
02222337,1989-11-20,205.5079
02222338,1989-11-21,195.8921
02222339,1989-11-22,189.8188
02222340,1989-11-23,404.0455
02222341,1989-11-24,387.2211
02222342,1989-11-25,258.1841
02222343,1989-11-26,225.9949
02222344,1989-11-27,204.1232
02222345,1989-11-28,195.2122
02222346,1989-11-29,184.4863
02222347,1989-11-30,171.4157
02222348,1989-12-01,163.754
02222349,1989-12-02,165.6566
02222350,1989-12-03,161.2305
02222351,1989-12-04,156.8513
02222352,1989-12-05,156.8513
02222353,1989-12-06,156.8513
02222354,1989-12-07,161.2305
02222355,1989-12-08,415.5822
02222356,1989-12-09,782.6952
02222357,1989-12-10,575.2585
02222358,1989-12-11,417.626
02222359,1989-12-12,387.8908
02222360,1989-12-13,767.358
02222361,1989-12-14,518.7373
02222362,1989-12-15,373.8848
02222363,1989-12-16,320.3993
02222364,1989-12-17,280.3665
02222365,1989-12-18,258.1841
02222366,1989-12-19,257.4792
02222367,1989-12-20,261.7187
02222368,1989-12-21,246.9866
02222369,1989-12-22,229.6038
02222370,1989-12-23,210.3832
02222371,1989-12-24,193.8569
02222372,1989-12-25,195.8921
02222373,1989-12-26,194.5332
02222374,1989-12-27,193.1816
02222375,1989-12-28,192.5072
02222376,1989-12-29,188.4801
02222377,1989-12-30,193.1816
02222378,1989-12-31,246.2925
02222379,1990-01-01,406.7531
02222380,1990-01-02,341.6882
02222381,1990-01-03,261.7187
02222382,1990-01-04,243.523
02222383,1990-01-05,284.4124
02222384,1990-01-06,598.9469
02222385,1990-01-07,700.4551
02222386,1990-01-08,569.3487
02222387,1990-01-09,537.5241
02222388,1990-01-10,399.3176
02222389,1990-01-11,336.4975
02222390,1990-01-12,300.0709
02222391,1990-01-13,278.192
02222392,1990-01-14,255.3685
02222393,1990-01-15,246.9866
02222394,1990-01-16,238.0168
02222395,1990-01-17,237.3316
02222396,1990-01-18,234.5978
02222397,1990-01-19,248.3768
02222398,1990-01-20,253.9648
02222399,1990-01-21,1200.446
02222400,1990-01-22,1180.208
02222401,1990-01-23,604.8812
02222402,1990-01-24,488.3282
02222403,1990-01-25,1443.511
02222404,1990-01-26,2433.31
02222405,1990-01-27,1486.411
02222406,1990-01-28,759.6429
02222407,1990-01-29,610.8203
02222408,1990-01-30,575.2585
02222409,1990-01-31,487.1616
02222410,1990-02-01,416.9445
02222411,1990-02-02,376.5432
02222412,1990-02-03,361.9778
02222413,1990-02-04,473.1811
02222414,1990-02-05,786.5106
02222415,1990-02-06,485.4122
02222416,1990-02-07,415.5822
02222417,1990-02-08,378.5399
02222418,1990-02-09,443.0268
02222419,1990-02-10,1852.729
02222420,1990-02-11,1643.71
02222421,1990-02-12,794.1189
02222422,1990-02-13,604.8812
02222423,1990-02-14,519.3235
02222424,1990-02-15,472.5993
02222425,1990-02-16,951.3288
02222426,1990-02-17,1968.093
02222427,1990-02-18,1546.693
02222428,1990-02-19,2150.114
02222429,1990-02-20,1812.757
02222430,1990-02-21,904.9812
02222431,1990-02-22,763.5044
02222432,1990-02-23,728.4587
02222433,1990-02-24,622.7126
02222434,1990-02-25,545.7605
02222435,1990-02-26,498.253
02222436,1990-02-27,470.2728
02222437,1990-02-28,451.3406
02222438,1990-03-01,421.7208
02222439,1990-03-02,452.0351
02222440,1990-03-03,828.0008
02222441,1990-03-04,736.3045
02222442,1990-03-05,545.7605
02222443,1990-03-06,485.9953
02222444,1990-03-07,458.9936
02222445,1990-03-08,446.4864
02222446,1990-03-09,759.6429
02222447,1990-03-10,954.8559
02222448,1990-03-11,682.4485
02222449,1990-03-12,563.444
02222450,1990-03-13,508.7793
02222451,1990-03-14,480.1672
02222452,1990-03-15,452.0351
02222453,1990-03-16,634.6236
02222454,1990-03-17,3523.491
02222455,1990-03-18,5668.123
02222456,1990-03-19,2651.899
02222457,1990-03-20,1010.599
02222458,1990-03-21,853.9705
02222459,1990-03-22,771.2038
02222460,1990-03-23,682.4485
02222461,1990-03-24,616.7641
02222462,1990-03-25,575.2585
02222463,1990-03-26,536.3483
02222464,1990-03-27,533.9974
02222465,1990-03-28,494.1643
02222466,1990-03-29,474.9269
02222467,1990-03-30,498.253
02222468,1990-03-31,475.5089
02222469,1990-04-01,467.3659
02222470,1990-04-02,427.1953
02222471,1990-04-03,392.5864
02222472,1990-04-04,379.8724
02222473,1990-04-05,375.8782
02222474,1990-04-06,360.6605
02222475,1990-04-07,376.5432
02222476,1990-04-08,356.0587
02222477,1990-04-09,348.2028
02222478,1990-04-10,341.6882
02222479,1990-04-11,466.2035
02222480,1990-04-12,404.722
02222481,1990-04-13,344.9418
02222482,1990-04-14,337.1453
02222483,1990-04-15,337.7934
02222484,1990-04-16,329.3913
02222485,1990-04-17,314.0128
02222486,1990-04-18,298.8109
02222487,1990-04-19,288.7767
02222488,1990-04-20,282.5468
02222489,1990-04-21,284.4124
02222490,1990-04-22,293.1566
02222491,1990-04-23,279.641
02222492,1990-04-24,270.2697
02222493,1990-04-25,266.6952
02222494,1990-04-26,249.7697
02222495,1990-04-27,240.0765
02222496,1990-04-28,286.9043
02222497,1990-04-29,337.1453
02222498,1990-04-30,283.7902
02222499,1990-05-01,258.8897
02222500,1990-05-02,241.453
02222501,1990-05-03,231.0536
02222502,1990-05-04,230.3283
02222503,1990-05-05,237.3316
02222504,1990-05-06,243.523
02222505,1990-05-07,213.1891
02222506,1990-05-08,204.8151
02222507,1990-05-09,206.8963
02222508,1990-05-10,296.9233
02222509,1990-05-11,258.1841
02222510,1990-05-12,216.0096
02222511,1990-05-13,204.1232
02222512,1990-05-14,213.1891
02222513,1990-05-15,194.5332
02222514,1990-05-16,183.1624
02222515,1990-05-17,183.8239
02222516,1990-05-18,177.2511
02222517,1990-05-19,166.9298
02222518,1990-05-20,162.4903
02222519,1990-05-21,201.3648
02222520,1990-05-22,214.5975
02222521,1990-05-23,172.0603
02222522,1990-05-24,158.0977
02222523,1990-05-25,157.474
02222524,1990-05-26,151.2901
02222525,1990-05-27,151.2901
02222526,1990-05-28,180.5258
02222527,1990-05-29,228.8802
02222528,1990-05-30,179.2131
02222529,1990-05-31,151.2901
02222530,1990-06-01,144.5999
02222531,1990-06-02,158.7223
02222532,1990-06-03,187.1451
02222533,1990-06-04,182.5019
02222534,1990-06-05,150.065
02222535,1990-06-06,130.2362
02222536,1990-06-07,126.1234
02222537,1990-06-08,129.0557
02222538,1990-06-09,126.7077
02222539,1990-06-10,124.9581
02222540,1990-06-11,105.8223
02222541,1990-06-12,96.7403
02222542,1990-06-13,83.27697
02222543,1990-06-14,80.92048
02222544,1990-06-15,77.45054
02222545,1990-06-16,69.65597
02222546,1990-06-17,71.83989
02222547,1990-06-18,78.02347
02222548,1990-06-19,75.74471
02222549,1990-06-20,53.53538
02222550,1990-06-21,49.21992
02222551,1990-06-22,38.65195
02222552,1990-06-23,52.90457
02222553,1990-06-24,48.62237
02222554,1990-06-25,36.61188
02222555,1990-06-26,33.04264
02222556,1990-06-27,32.79213
02222557,1990-06-28,29.4048
02222558,1990-06-29,32.04418
02222559,1990-06-30,33.29376
02222560,1990-07-01,29.18181
02222561,1990-07-02,21.42965
02222562,1990-07-03,25.02956
02222563,1990-07-04,22.32868
02222564,1990-07-05,21.60906
02222565,1990-07-06,28.95926
02222566,1990-07-07,16.31983
02222567,1990-07-08,19.64685
02222568,1990-07-09,22.87044
02222569,1990-07-10,21.96847
02222570,1990-07-11,24.8156
02222571,1990-07-12,23.77719
02222572,1990-07-13,32.79213
02222573,1990-07-14,77.45054
02222574,1990-07-15,145.8075
02222575,1990-07-16,88.70552
02222576,1990-07-17,42.90194
02222577,1990-07-18,48.62237
02222578,1990-07-19,42.90194
02222579,1990-07-20,520.4962
02222580,1990-07-21,646.5529
02222581,1990-07-22,303.8583
02222582,1990-07-23,145.8075
02222583,1990-07-24,106.9123
02222584,1990-07-25,74.05828
02222585,1990-07-26,71.29068
02222586,1990-07-27,65.39143
02222587,1990-07-28,48.02951
02222588,1990-07-29,45.7046
02222589,1990-07-30,38.14063
02222590,1990-07-31,34.30416
02222591,1990-08-01,28.07342
02222592,1990-08-02,33.54547
02222593,1990-08-03,33.29376
02222594,1990-08-04,34.30416
02222595,1990-08-05,33.04264
02222596,1990-08-06,40.21232
02222597,1990-08-07,36.87119
02222598,1990-08-08,34.05067
02222599,1990-08-09,33.54547
02222600,1990-08-10,97.79168
02222601,1990-08-11,75.18041
02222602,1990-08-12,42.35504
02222603,1990-08-13,29.18181
02222604,1990-08-14,27.63315
02222605,1990-08-15,29.62823
02222606,1990-08-16,28.51546
02222607,1990-08-17,24.38908
02222608,1990-08-18,20.53566
02222609,1990-08-19,23.05141
02222610,1990-08-20,23.05141
02222611,1990-08-21,20.89264
02222612,1990-08-22,23.41392
02222613,1990-08-23,180.5258
02222614,1990-08-24,113.5464
02222615,1990-08-25,71.83989
02222616,1990-08-26,33.04264
02222617,1990-08-27,29.62823
02222618,1990-08-28,30.07637
02222619,1990-08-29,27.63315
02222620,1990-08-30,22.68966
02222621,1990-08-31,92.42193
02222622,1990-09-01,146.4128
02222623,1990-09-02,68.04063
02222624,1990-09-03,34.8129
02222625,1990-09-04,25.89009
02222626,1990-09-05,28.29422
02222627,1990-09-06,24.38908
02222628,1990-09-07,23.05141
02222629,1990-09-08,31.79607
02222630,1990-09-09,23.96447
02222631,1990-09-10,22.68966
02222632,1990-09-11,21.78867
02222633,1990-09-12,42.90194
02222634,1990-09-13,46.27888
02222635,1990-09-14,170.772
02222636,1990-09-15,363.956
02222637,1990-09-16,136.8063
02222638,1990-09-17,70.19872
02222639,1990-09-18,41.27474
02222640,1990-09-19,34.30416
02222641,1990-09-20,31.79607
02222642,1990-09-21,29.18181
02222643,1990-09-22,197.2547
02222644,1990-09-23,290.6519
02222645,1990-09-24,95.57851
02222646,1990-09-25,51.65732
02222647,1990-09-26,36.87119
02222648,1990-09-27,36.87119
02222649,1990-09-28,30.80971
02222650,1990-09-29,35.06816
02222651,1990-09-30,33.54547
02222652,1990-10-01,35.06816
02222653,1990-10-02,32.79213
02222654,1990-10-03,33.54547
02222655,1990-10-04,35.58041
02222656,1990-10-05,42.90194
02222657,1990-10-06,40.21232
02222658,1990-10-07,36.35315
02222659,1990-10-08,31.79607
02222660,1990-10-09,36.09499
02222661,1990-10-10,33.04264
02222662,1990-10-11,37.13108
02222663,1990-10-12,136.8063
02222664,1990-10-13,185.8138
02222665,1990-10-14,100.4401
02222666,1990-10-15,67.50649
02222667,1990-10-16,41.81264
02222668,1990-10-17,42.35504
02222669,1990-10-18,38.65195
02222670,1990-10-19,90.55398
02222671,1990-10-20,70.19872
02222672,1990-10-21,44.56984
02222673,1990-10-22,66.9745
02222674,1990-10-23,193.8569
02222675,1990-10-24,206.8963
02222676,1990-10-25,114.1065
02222677,1990-10-26,82.68461
02222678,1990-10-27,69.65597
02222679,1990-10-28,64.29479
02222680,1990-10-29,56.107
02222681,1990-10-30,56.107
02222682,1990-10-31,54.81149
02222683,1990-11-01,54.81149
02222684,1990-11-02,53.53538
02222685,1990-11-03,46.85778
02222686,1990-11-04,42.35504
02222687,1990-11-05,54.17102
02222688,1990-11-06,64.29479
02222689,1990-11-07,71.29068
02222690,1990-11-08,62.88013
02222691,1990-11-09,78.02347
02222692,1990-11-10,191.8337
02222693,1990-11-11,177.9042
02222694,1990-11-12,111.3171
02222695,1990-11-13,89.31951
02222696,1990-11-14,80.33676
02222697,1990-11-15,72.39126
02222698,1990-11-16,72.94478
02222699,1990-11-17,83.27697
02222700,1990-11-18,65.91697
02222701,1990-11-19,65.91697
02222702,1990-11-20,65.39143
02222703,1990-11-21,59.43151
02222704,1990-11-22,66.44466
02222705,1990-11-23,63.58493
02222706,1990-11-24,73.50045
02222707,1990-11-25,70.74362
02222708,1990-11-26,66.9745
02222709,1990-11-27,61.48566
02222710,1990-11-28,78.02347
02222711,1990-11-29,75.74471
02222712,1990-11-30,76.87977
02222713,1990-12-01,64.86804
02222714,1990-12-02,63.58493
02222715,1990-12-03,83.87149
02222716,1990-12-04,276.7457
02222717,1990-12-05,199.9911
02222718,1990-12-06,111.8728
02222719,1990-12-07,88.0937
02222720,1990-12-08,83.27697
02222721,1990-12-09,79.1758
02222722,1990-12-10,74.05828
02222723,1990-12-11,70.74362
02222724,1990-12-12,70.74362
02222725,1990-12-13,64.86804
02222726,1990-12-14,62.88013
02222727,1990-12-15,66.44466
02222728,1990-12-16,66.44466
02222729,1990-12-17,66.44466
02222730,1990-12-18,68.57693
02222731,1990-12-19,82.68461
02222732,1990-12-20,100.9733
02222733,1990-12-21,191.1612
02222734,1990-12-22,158.0977
02222735,1990-12-23,151.2901
02222736,1990-12-24,416.2632
02222737,1990-12-25,249.0729
02222738,1990-12-26,169.4875
02222739,1990-12-27,135.0015
02222740,1990-12-28,132.0151
02222741,1990-12-29,123.7971
02222742,1990-12-30,119.1972
02222743,1990-12-31,133.8037
02222744,1991-01-01,145.8075
02222745,1991-01-02,118.0582
02222746,1991-01-03,110.2092
02222747,1991-01-04,103.1171
02222748,1991-01-05,98.31909
02222749,1991-01-06,94.30938
02222750,1991-01-07,100.4401
02222751,1991-01-08,106.3667
02222752,1991-01-09,118.6271
02222753,1991-01-10,109.1058
02222754,1991-01-11,334.5559
02222755,1991-01-12,828.0008
02222756,1991-01-13,416.2632
02222757,1991-01-14,268.8379
02222758,1991-01-15,207.5918
02222759,1991-01-16,301.9632
02222760,1991-01-17,299.4407
02222761,1991-01-18,218.1344
02222762,1991-01-19,195.8921
02222763,1991-01-20,265.27
02222764,1991-01-21,282.5468
02222765,1991-01-22,210.3832
02222766,1991-01-23,179.869
02222767,1991-01-24,182.5019
02222768,1991-01-25,228.1576
02222769,1991-01-26,199.3056
02222770,1991-01-27,175.2975
02222771,1991-01-28,161.86
02222772,1991-01-29,157.474
02222773,1991-01-30,512.2921
02222774,1991-01-31,1065.869
02222775,1991-02-01,587.0929
02222776,1991-02-02,362.6369
02222777,1991-02-03,281.8194
02222778,1991-02-04,236.6471
02222779,1991-02-05,220.9802
02222780,1991-02-06,197.2547
02222781,1991-02-07,181.1836
02222782,1991-02-08,174.6482
02222783,1991-02-09,148.8437
02222784,1991-02-10,132.6102
02222785,1991-02-11,123.7971
02222786,1991-02-12,118.6271
02222787,1991-02-13,136.2036
02222788,1991-02-14,241.453
02222789,1991-02-15,143.3962
02222790,1991-02-16,118.6271
02222791,1991-02-17,130.2362
02222792,1991-02-18,126.1234
02222793,1991-02-19,129.6454
02222794,1991-02-20,207.5918
02222795,1991-02-21,816.7701
02222796,1991-02-22,490.0784
02222797,1991-02-23,526.9497
02222798,1991-02-24,477.2553
02222799,1991-02-25,348.8559
02222800,1991-02-26,294.4109
02222801,1991-02-27,251.8642
02222802,1991-02-28,216.7169
02222803,1991-03-01,227.4358
02222804,1991-03-02,740.2148
02222805,1991-03-03,782.6952
02222806,1991-03-04,712.4807
02222807,1991-03-05,507.6088
02222808,1991-03-06,383.8766
02222809,1991-03-07,339.0905
02222810,1991-03-08,313.3758
02222811,1991-03-09,289.4014
02222812,1991-03-10,257.4792
02222813,1991-03-11,233.235
02222814,1991-03-12,211.7843
02222815,1991-03-13,365.2761
02222816,1991-03-14,516.9788
02222817,1991-03-15,333.9093
02222818,1991-03-16,278.192
02222819,1991-03-17,247.6813
02222820,1991-03-18,251.8642
02222821,1991-03-19,246.9866
02222822,1991-03-20,209.684
02222823,1991-03-21,198.6211
02222824,1991-03-22,184.4863
02222825,1991-03-23,179.869
02222826,1991-03-24,177.2511
02222827,1991-03-25,156.8513
02222828,1991-03-26,143.3962
02222829,1991-03-27,140.4041
02222830,1991-03-28,192.5072
02222831,1991-03-29,861.3318
02222832,1991-03-30,1673.34
02222833,1991-03-31,982.8869
02222834,1991-04-01,569.3487
02222835,1991-04-02,423.0879
02222836,1991-04-03,344.2905
02222837,1991-04-04,307.0231
02222838,1991-04-05,300.0709
02222839,1991-04-06,301.9632
02222840,1991-04-07,286.9043
02222841,1991-04-08,244.9064
02222842,1991-04-09,429.9387
02222843,1991-04-10,469.1098
02222844,1991-04-11,371.231
02222845,1991-04-12,287.5281
02222846,1991-04-13,280.3665
02222847,1991-04-14,294.4109
02222848,1991-04-15,267.4087
02222849,1991-04-16,234.5978
02222850,1991-04-17,214.5975
02222851,1991-04-18,191.8337
02222852,1991-04-19,412.181
02222853,1991-04-20,744.1167
02222854,1991-04-21,427.1953
02222855,1991-04-22,318.4802
02222856,1991-04-23,273.8609
02222857,1991-04-24,248.3768
02222858,1991-04-25,211.7843
02222859,1991-04-26,192.5072
02222860,1991-04-27,216.7169
02222861,1991-04-28,466.2035
02222862,1991-04-29,581.1732
02222863,1991-04-30,634.6236
02222864,1991-05-01,481.3324
02222865,1991-05-02,341.6882
02222866,1991-05-03,279.641
02222867,1991-05-04,253.2639
02222868,1991-05-05,536.3483
02222869,1991-05-06,1431.71
02222870,1991-05-07,1127.34
02222871,1991-05-08,575.2585
02222872,1991-05-09,472.5993
02222873,1991-05-10,872.3264
02222874,1991-05-11,587.0929
02222875,1991-05-12,454.12
02222876,1991-05-13,390.5723
02222877,1991-05-14,338.4418
02222878,1991-05-15,293.7836
02222879,1991-05-16,276.0235
02222880,1991-05-17,438.8837
02222881,1991-05-18,391.2434
02222882,1991-05-19,308.2912
02222883,1991-05-20,315.9256
02222884,1991-05-21,275.302
02222885,1991-05-22,258.1841
02222886,1991-05-23,231.0536
02222887,1991-05-24,223.124
02222888,1991-05-25,197.9374
02222889,1991-05-26,181.8423
02222890,1991-05-27,182.5019
02222891,1991-05-28,206.8963
02222892,1991-05-29,222.4085
02222893,1991-05-30,167.5678
02222894,1991-05-31,141.598
02222895,1991-06-01,181.1836
02222896,1991-06-02,208.9857
02222897,1991-06-03,181.8423
02222898,1991-06-04,151.9042
02222899,1991-06-05,131.4211
02222900,1991-06-06,108.0068
02222901,1991-06-07,91.17447
02222902,1991-06-08,80.92048
02222903,1991-06-09,74.61827
02222904,1991-06-10,70.19872
02222905,1991-06-11,67.50649
02222906,1991-06-12,82.0944
02222907,1991-06-13,80.92048
02222908,1991-06-14,130.2362
02222909,1991-06-15,139.8086
02222910,1991-06-16,129.0557
02222911,1991-06-17,90.55398
02222912,1991-06-18,88.70552
02222913,1991-06-19,1020.912
02222914,1991-06-20,604.8812
02222915,1991-06-21,306.3895
02222916,1991-06-22,492.9966
02222917,1991-06-23,263.8474
02222918,1991-06-24,175.9478
02222919,1991-06-25,146.4128
02222920,1991-06-26,155.6087
02222921,1991-06-27,500.0061
02222922,1991-06-28,794.1189
02222923,1991-06-29,593.0175
02222924,1991-06-30,349.5093
02222925,1991-07-01,238.0168
02222926,1991-07-02,177.9042
02222927,1991-07-03,185.1496
02222928,1991-07-04,179.869
02222929,1991-07-05,539.8763
02222930,1991-07-06,305.7562
02222931,1991-07-07,195.8921
02222932,1991-07-08,163.754
02222933,1991-07-09,142.7958
02222934,1991-07-10,122.6406
02222935,1991-07-11,113.5464
02222936,1991-07-12,96.21633
02222937,1991-07-13,89.93566
02222938,1991-07-14,80.33676
02222939,1991-07-15,72.39126
02222940,1991-07-16,83.87149
02222941,1991-07-17,156.8513
02222942,1991-07-18,551.6498
02222943,1991-07-19,794.1189
02222944,1991-07-20,410.1436
02222945,1991-07-21,248.3768
02222946,1991-07-22,186.479
02222947,1991-07-23,150.6771
02222948,1991-07-24,148.8437
02222949,1991-07-25,195.2122
02222950,1991-07-26,156.8513
02222951,1991-07-27,354.7465
02222952,1991-07-28,228.8802
02222953,1991-07-29,158.7223
02222954,1991-07-30,152.5192
02222955,1991-07-31,143.3962
02222956,1991-08-01,133.8037
02222957,1991-08-02,194.5332
02222958,1991-08-03,154.37
